ENSG	most_tx
ENSG00000057149	ENST00000283752
ENSG00000057252	ENST00000367619
ENSG00000057294	ENST00000340811
ENSG00000057593	ENST00000541084
ENSG00000057608	ENST00000380191
ENSG00000057657	ENST00000369089
ENSG00000057663	ENST00000369076
ENSG00000057704	ENST00000261226
ENSG00000057757	ENST00000246151
ENSG00000057935	ENST00000405094
ENSG00000058056	ENST00000679972
ENSG00000058063	ENST00000323116
ENSG00000058085	ENST00000264144
ENSG00000058091	ENST00000380050
ENSG00000058262	ENST00000243253
ENSG00000058272	ENST00000450142
ENSG00000058335	ENST00000558480
ENSG00000058404	ENST00000457475
ENSG00000058453	ENST00000375541
ENSG00000058600	ENST00000565117
ENSG00000058668	ENST00000484746
ENSG00000058673	ENST00000640465
ENSG00000058729	ENST00000511293
ENSG00000058799	ENST00000464950
ENSG00000058804	ENST00000371429
ENSG00000058866	ENST00000265022
ENSG00000059122	ENST00000574985
ENSG00000059145	ENST00000562537
ENSG00000059377	ENST00000448866
ENSG00000059378	ENST00000488726
ENSG00000059573	ENST00000371224
ENSG00000059588	ENST00000462259
ENSG00000059691	ENST00000263985
ENSG00000059728	ENST00000264444
ENSG00000059758	ENST00000261211
ENSG00000059769	ENST00000447096
ENSG00000059804	ENST00000075120
ENSG00000059915	ENST00000611678
ENSG00000060069	ENST00000613122
ENSG00000060138	ENST00000540975
ENSG00000060140	ENST00000075503
ENSG00000060237	ENST00000675631
ENSG00000060339	ENST00000480627
ENSG00000060491	ENST00000290291
ENSG00000060558	ENST00000262958
ENSG00000060566	ENST00000078445
ENSG00000060642	ENST00000686655
ENSG00000060656	ENST00000428026
ENSG00000060688	ENST00000263694
ENSG00000060709	ENST00000261655
ENSG00000060718	ENST00000470170
ENSG00000060749	ENST00000399302
ENSG00000060762	ENST00000360961
ENSG00000060971	ENST00000333167
ENSG00000060982	ENST00000261192
ENSG00000061273	ENST00000548938
ENSG00000061337	ENST00000265801
ENSG00000061455	ENST00000407847
ENSG00000061656	ENST00000679710
ENSG00000061676	ENST00000360982
ENSG00000061794	ENST00000081029
ENSG00000061918	ENST00000264424
ENSG00000061936	ENST00000261674
ENSG00000061938	ENST00000672548
ENSG00000061987	ENST00000551307
ENSG00000062038	ENST00000429102
ENSG00000062096	ENST00000359361
ENSG00000062194	ENST00000264779
ENSG00000062282	ENST00000228027
ENSG00000062370	ENST00000354340
ENSG00000062485	ENST00000351328
ENSG00000062524	ENST00000355166
ENSG00000062582	ENST00000317534
ENSG00000062598	ENST00000452857
ENSG00000062650	ENST00000298767
ENSG00000062716	ENST00000587470
ENSG00000062725	ENST00000083182
ENSG00000062822	ENST00000440232
ENSG00000063015	ENST00000535262
ENSG00000063046	ENST00000262056
ENSG00000063127	ENST00000335875
ENSG00000063169	ENST00000594866
ENSG00000063176	ENST00000245222
ENSG00000063177	ENST00000549920
ENSG00000063180	ENST00000084798
ENSG00000063241	ENST00000425675
ENSG00000063244	ENST00000308924
ENSG00000063245	ENST00000085079
ENSG00000063322	ENST00000315588
ENSG00000063438	ENST00000684583
ENSG00000063587	ENST00000650114
ENSG00000063601	ENST00000445323
ENSG00000063660	ENST00000264039
ENSG00000063761	ENST00000341211
ENSG00000063854	ENST00000397353
ENSG00000063978	ENST00000314289
ENSG00000064012	ENST00000673742
ENSG00000064042	ENST00000396595
ENSG00000064102	ENST00000261191
ENSG00000064115	ENST00000343028
ENSG00000064195	ENST00000434704
ENSG00000064199	ENST00000227135
ENSG00000064201	ENST00000486011
ENSG00000064205	ENST00000190983
ENSG00000064218	ENST00000190165
ENSG00000064225	ENST00000469105
ENSG00000064270	ENST00000262429
ENSG00000064300	ENST00000172229
ENSG00000064309	ENST00000683597
ENSG00000064313	ENST00000529653
ENSG00000064393	ENST00000406875
ENSG00000064419	ENST00000265388
ENSG00000064489	ENST00000602804
ENSG00000064490	ENST00000540977
ENSG00000064545	ENST00000587406
ENSG00000064547	ENST00000407877
ENSG00000064601	ENST00000646241
ENSG00000064607	ENST00000452918
ENSG00000064651	ENST00000262461
ENSG00000064652	ENST00000261369
ENSG00000064655	ENST00000327619
ENSG00000064666	ENST00000263097
ENSG00000064687	ENST00000525073
ENSG00000064692	ENST00000261368
ENSG00000064703	ENST00000680983
ENSG00000064726	ENST00000261721
ENSG00000064763	ENST00000536681
ENSG00000064787	ENST00000395961
ENSG00000064835	ENST00000350375
ENSG00000064886	ENST00000369748
ENSG00000064932	ENST00000361757
ENSG00000064933	ENST00000441310
ENSG00000064961	ENST00000333651
ENSG00000064989	ENST00000392370
ENSG00000064995	ENST00000361288
ENSG00000064999	ENST00000360359
ENSG00000065000	ENST00000644728
ENSG00000065029	ENST00000373953
ENSG00000065054	ENST00000566198
ENSG00000065057	ENST00000651570
ENSG00000065150	ENST00000651721
ENSG00000065154	ENST00000368845
ENSG00000065183	ENST00000349139
ENSG00000065243	ENST00000370521
ENSG00000065268	ENST00000585809
ENSG00000065320	ENST00000173229
ENSG00000065325	ENST00000262441
ENSG00000065328	ENST00000378714
ENSG00000065357	ENST00000548491
ENSG00000065361	ENST00000549832
ENSG00000065371	ENST00000405845
ENSG00000065413	ENST00000282272
ENSG00000065427	ENST00000302445
ENSG00000065457	ENST00000568510
ENSG00000065485	ENST00000316218
ENSG00000065518	ENST00000184266
ENSG00000065526	ENST00000487496
ENSG00000065534	ENST00000685744
ENSG00000065548	ENST00000337859
ENSG00000065559	ENST00000353533
ENSG00000065600	ENST00000535273
ENSG00000065609	ENST00000521743
ENSG00000065613	ENST00000335753
ENSG00000065615	ENST00000479164
ENSG00000065618	ENST00000647647
ENSG00000065621	ENST00000473401
ENSG00000065665	ENST00000298428
ENSG00000065675	ENST00000263125
ENSG00000065717	ENST00000455444
ENSG00000065802	ENST00000473306
ENSG00000065809	ENST00000378470
ENSG00000065882	ENST00000406664
ENSG00000065883	ENST00000645826
ENSG00000065911	ENST00000678623
ENSG00000065923	ENST00000616978
ENSG00000065970	ENST00000162391
ENSG00000065978	ENST00000436427
ENSG00000065989	ENST00000380702
ENSG00000066027	ENST00000261461
ENSG00000066032	ENST00000541047
ENSG00000066044	ENST00000596459
ENSG00000066056	ENST00000372476
ENSG00000066084	ENST00000301180
ENSG00000066117	ENST00000394963
ENSG00000066135	ENST00000372396
ENSG00000066136	ENST00000447388
ENSG00000066185	ENST00000372565
ENSG00000066230	ENST00000264938
ENSG00000066248	ENST00000264051
ENSG00000066279	ENST00000367408
ENSG00000066294	ENST00000534968
ENSG00000066322	ENST00000372458
ENSG00000066336	ENST00000378538
ENSG00000066379	ENST00000332435
ENSG00000066382	ENST00000358117
ENSG00000066405	ENST00000183605
ENSG00000066422	ENST00000312938
ENSG00000066427	ENST00000568290
ENSG00000066455	ENST00000163416
ENSG00000066468	ENST00000682904
ENSG00000066583	ENST00000173527
ENSG00000066629	ENST00000262233
ENSG00000066651	ENST00000334379
ENSG00000066654	ENST00000396083
ENSG00000066697	ENST00000622639
ENSG00000066735	ENST00000315264
ENSG00000066739	ENST00000359933
ENSG00000066777	ENST00000262215
ENSG00000066813	ENST00000565322
ENSG00000066827	ENST00000518408
ENSG00000066855	ENST00000262146
ENSG00000066923	ENST00000492674
ENSG00000066926	ENST00000651787
ENSG00000066933	ENST00000356056
ENSG00000067048	ENST00000336079
ENSG00000067057	ENST00000381125
ENSG00000067064	ENST00000381344
ENSG00000067066	ENST00000409341
ENSG00000067082	ENST00000497571
ENSG00000067113	ENST00000307259
ENSG00000067141	ENST00000560328
ENSG00000067167	ENST00000262213
ENSG00000067177	ENST00000339490
ENSG00000067182	ENST00000162749
ENSG00000067191	ENST00000622445
ENSG00000067208	ENST00000540033
ENSG00000067221	ENST00000316911
ENSG00000067225	ENST00000335181
ENSG00000067248	ENST00000251636
ENSG00000067334	ENST00000359208
ENSG00000067365	ENST00000163678
ENSG00000067369	ENST00000382044
ENSG00000067445	ENST00000492706
ENSG00000067533	ENST00000366932
ENSG00000067560	ENST00000418115
ENSG00000067596	ENST00000587574
ENSG00000067601	ENST00000685318
ENSG00000067606	ENST00000479263
ENSG00000067646	ENST00000383052
ENSG00000067704	ENST00000366922
ENSG00000067715	ENST00000261205
ENSG00000067798	ENST00000552895
ENSG00000067829	ENST00000217901
ENSG00000067836	ENST00000322048
ENSG00000067840	ENST00000164640
ENSG00000067842	ENST00000370186
ENSG00000067900	ENST00000635540
ENSG00000067955	ENST00000651988
ENSG00000067992	ENST00000568479
ENSG00000068001	ENST00000357750
ENSG00000068024	ENST00000690129
ENSG00000068028	ENST00000327761
ENSG00000068078	ENST00000440486
ENSG00000068079	ENST00000438323
ENSG00000068097	ENST00000184956
ENSG00000068120	ENST00000393818
ENSG00000068137	ENST00000591476
ENSG00000068305	ENST00000557942
ENSG00000068308	ENST00000376488
ENSG00000068323	ENST00000315869
ENSG00000068354	ENST00000376771
ENSG00000068366	ENST00000672401
ENSG00000068383	ENST00000368594
ENSG00000068400	ENST00000376423
ENSG00000068438	ENST00000348411
ENSG00000068489	ENST00000262293
ENSG00000068615	ENST00000165698
ENSG00000068650	ENST00000375630
ENSG00000068654	ENST00000263857
ENSG00000068697	ENST00000175091
ENSG00000068724	ENST00000319190
ENSG00000068745	ENST00000328631
ENSG00000068781	ENST00000470560
ENSG00000068784	ENST00000263736
ENSG00000068796	ENST00000674752
ENSG00000068831	ENST00000377497
ENSG00000068878	ENST00000476586
ENSG00000068885	ENST00000326448
ENSG00000068903	ENST00000249396
ENSG00000068912	ENST00000185150
ENSG00000068971	ENST00000164133
ENSG00000068976	ENST00000164139
ENSG00000069011	ENST00000265340
ENSG00000069018	ENST00000513104
ENSG00000069020	ENST00000403625
ENSG00000069122	ENST00000283296
ENSG00000069188	ENST00000392650
ENSG00000069206	ENST00000520720
ENSG00000069248	ENST00000261396
ENSG00000069275	ENST00000367142
ENSG00000069329	ENST00000568784
ENSG00000069345	ENST00000317089
ENSG00000069399	ENST00000164227
ENSG00000069424	ENST00000666163
ENSG00000069431	ENST00000261200
ENSG00000069482	ENST00000265643
ENSG00000069493	ENST00000479877
ENSG00000069509	ENST00000378045
ENSG00000069535	ENST00000378069
ENSG00000069667	ENST00000335670
ENSG00000069696	ENST00000176183
ENSG00000069702	ENST00000212355
ENSG00000069764	ENST00000438167
ENSG00000069812	ENST00000377834
ENSG00000069849	ENST00000286371
ENSG00000069869	ENST00000435532
ENSG00000069943	ENST00000164305
ENSG00000069956	ENST00000261845
ENSG00000069966	ENST00000396335
ENSG00000069974	ENST00000336787
ENSG00000069998	ENST00000336737
ENSG00000070010	ENST00000399523
ENSG00000070018	ENST00000538239
ENSG00000070019	ENST00000261170
ENSG00000070047	ENST00000264555
ENSG00000070061	ENST00000537196
ENSG00000070081	ENST00000531242
ENSG00000070087	ENST00000452853
ENSG00000070159	ENST00000374541
ENSG00000070182	ENST00000389722
ENSG00000070190	ENST00000512369
ENSG00000070193	ENST00000264664
ENSG00000070214	ENST00000374720
ENSG00000070269	ENST00000556422
ENSG00000070366	ENST00000570756
ENSG00000070367	ENST00000554011
ENSG00000070371	ENST00000622493
ENSG00000070388	ENST00000586042
ENSG00000070404	ENST00000592947
ENSG00000070413	ENST00000263196
ENSG00000070423	ENST00000292363
ENSG00000070444	ENST00000174618
ENSG00000070476	ENST00000515545
ENSG00000070495	ENST00000397625
ENSG00000070501	ENST00000265421
ENSG00000070526	ENST00000156626
ENSG00000070540	ENST00000262139
ENSG00000070601	ENST00000377765
ENSG00000070610	ENST00000378103
ENSG00000070614	ENST00000261797
ENSG00000070669	ENST00000437628
ENSG00000070718	ENST00000396926
ENSG00000070729	ENST00000251102
ENSG00000070731	ENST00000225276
ENSG00000070748	ENST00000337653
ENSG00000070756	ENST00000318607
ENSG00000070759	ENST00000372086
ENSG00000070761	ENST00000262498
ENSG00000070770	ENST00000565188
ENSG00000070778	ENST00000328736
ENSG00000070785	ENST00000360403
ENSG00000070808	ENST00000348628
ENSG00000070814	ENST00000643257
ENSG00000070831	ENST00000344548
ENSG00000070882	ENST00000313367
ENSG00000070886	ENST00000374644
ENSG00000070915	ENST00000563352
ENSG00000070950	ENST00000264926
ENSG00000070961	ENST00000261173
ENSG00000070985	ENST00000155858
ENSG00000071051	ENST00000233154
ENSG00000071054	ENST00000413150
ENSG00000071073	ENST00000414521
ENSG00000071082	ENST00000456292
ENSG00000071127	ENST00000499869
ENSG00000071189	ENST00000428135
ENSG00000071203	ENST00000016913
ENSG00000071205	ENST00000336498
ENSG00000071242	ENST00000265678
ENSG00000071243	ENST00000427726
ENSG00000071246	ENST00000167106
ENSG00000071282	ENST00000397386
ENSG00000071462	ENST00000265758
ENSG00000071537	ENST00000336735
ENSG00000071539	ENST00000166345
ENSG00000071553	ENST00000369762
ENSG00000071564	ENST00000585731
ENSG00000071575	ENST00000381465
ENSG00000071626	ENST00000233078
ENSG00000071655	ENST00000592012
ENSG00000071794	ENST00000310053
ENSG00000071859	ENST00000393600
ENSG00000071889	ENST00000447601
ENSG00000071894	ENST00000616140
ENSG00000071909	ENST00000408978
ENSG00000071967	ENST00000321348
ENSG00000071991	ENST00000262150
ENSG00000071994	ENST00000392090
ENSG00000072041	ENST00000681939
ENSG00000072042	ENST00000381346
ENSG00000072062	ENST00000677951
ENSG00000072071	ENST00000361434
ENSG00000072080	ENST00000168148
ENSG00000072110	ENST00000193403
ENSG00000072121	ENST00000347230
ENSG00000072133	ENST00000620340
ENSG00000072134	ENST00000347697
ENSG00000072135	ENST00000175756
ENSG00000072163	ENST00000494613
ENSG00000072182	ENST00000358078
ENSG00000072195	ENST00000396689
ENSG00000072201	ENST00000263925
ENSG00000072210	ENST00000176643
ENSG00000072274	ENST00000360110
ENSG00000072310	ENST00000261646
ENSG00000072364	ENST00000265343
ENSG00000072401	ENST00000373910
ENSG00000072415	ENST00000261681
ENSG00000072422	ENST00000357917
ENSG00000072501	ENST00000322213
ENSG00000072506	ENST00000168216
ENSG00000072518	ENST00000402010
ENSG00000072571	ENST00000393915
ENSG00000072609	ENST00000443047
ENSG00000072657	ENST00000261180
ENSG00000072682	ENST00000379086
ENSG00000072694	ENST00000236937
ENSG00000072736	ENST00000346183
ENSG00000072756	ENST00000251607
ENSG00000072778	ENST00000356839
ENSG00000072786	ENST00000176763
ENSG00000072803	ENST00000265094
ENSG00000072818	ENST00000570504
ENSG00000072832	ENST00000513911
ENSG00000072840	ENST00000264956
ENSG00000072849	ENST00000573547
ENSG00000072858	ENST00000264852
ENSG00000072864	ENST00000396354
ENSG00000072952	ENST00000424001
ENSG00000072954	ENST00000187762
ENSG00000072958	ENST00000444449
ENSG00000073008	ENST00000187830
ENSG00000073050	ENST00000262887
ENSG00000073060	ENST00000545305
ENSG00000073067	ENST00000308919
ENSG00000073111	ENST00000265056
ENSG00000073146	ENST00000354853
ENSG00000073150	ENST00000395842
ENSG00000073169	ENST00000492092
ENSG00000073282	ENST00000354600
ENSG00000073331	ENST00000650871
ENSG00000073350	ENST00000577211
ENSG00000073417	ENST00000561024
ENSG00000073464	ENST00000380833
ENSG00000073536	ENST00000360831
ENSG00000073578	ENST00000264932
ENSG00000073584	ENST00000578112
ENSG00000073605	ENST00000479136
ENSG00000073614	ENST00000399788
ENSG00000073670	ENST00000200557
ENSG00000073711	ENST00000264977
ENSG00000073712	ENST00000341590
ENSG00000073734	ENST00000650372
ENSG00000073737	ENST00000674881
ENSG00000073754	ENST00000368174
ENSG00000073756	ENST00000367468
ENSG00000073792	ENST00000382199
ENSG00000073803	ENST00000448876
ENSG00000073849	ENST00000448044
ENSG00000073861	ENST00000177694
ENSG00000073910	ENST00000380217
ENSG00000073921	ENST00000532317
ENSG00000073969	ENST00000398238
ENSG00000074047	ENST00000361492
ENSG00000074054	ENST00000409078
ENSG00000074071	ENST00000397375
ENSG00000074181	ENST00000263388
ENSG00000074201	ENST00000263309
ENSG00000074211	ENST00000335585
ENSG00000074219	ENST00000593945
ENSG00000074266	ENST00000673233
ENSG00000074276	ENST00000416365
ENSG00000074317	ENST00000393693
ENSG00000074319	ENST00000251968
ENSG00000074356	ENST00000576523
ENSG00000074370	ENST00000397041
ENSG00000074410	ENST00000178638
ENSG00000074416	ENST00000398104
ENSG00000074527	ENST00000344911
ENSG00000074582	ENST00000359273
ENSG00000074590	ENST00000261402
ENSG00000074603	ENST00000300141
ENSG00000074621	ENST00000505666
ENSG00000074657	ENST00000591808
ENSG00000074660	ENST00000263071
ENSG00000074695	ENST00000251047
ENSG00000074696	ENST00000261875
ENSG00000074706	ENST00000367220
ENSG00000074755	ENST00000381638
ENSG00000074800	ENST00000234590
ENSG00000074803	ENST00000686073
ENSG00000074842	ENST00000262947
ENSG00000074855	ENST00000159087
ENSG00000074935	ENST00000368662
ENSG00000074964	ENST00000375415
ENSG00000074966	ENST00000264316
ENSG00000075035	ENST00000549903
ENSG00000075043	ENST00000629676
ENSG00000075073	ENST00000373306
ENSG00000075089	ENST00000188312
ENSG00000075131	ENST00000562124
ENSG00000075142	ENST00000394641
ENSG00000075151	ENST00000264211
ENSG00000075188	ENST00000251074
ENSG00000075213	ENST00000265362
ENSG00000075218	ENST00000454366
ENSG00000075223	ENST00000265361
ENSG00000075234	ENST00000381031
ENSG00000075239	ENST00000265838
ENSG00000075240	ENST00000361034
ENSG00000075275	ENST00000473624
ENSG00000075292	ENST00000472758
ENSG00000075303	ENST00000341119
ENSG00000075336	ENST00000579071
ENSG00000075340	ENST00000264436
ENSG00000075388	ENST00000168712
ENSG00000075391	ENST00000367649
ENSG00000075399	ENST00000389386
ENSG00000075407	ENST00000685332
ENSG00000075413	ENST00000554627
ENSG00000075415	ENST00000549338
ENSG00000075420	ENST00000336824
ENSG00000075426	ENST00000264716
ENSG00000075429	ENST00000673855
ENSG00000075539	ENST00000503339
ENSG00000075568	ENST00000186436
ENSG00000075618	ENST00000382361
ENSG00000075624	ENST00000646664
ENSG00000075643	ENST00000261326
ENSG00000075651	ENST00000356327
ENSG00000075673	ENST00000381946
ENSG00000075702	ENST00000680211
ENSG00000075711	ENST00000667157
ENSG00000075785	ENST00000265062
ENSG00000075790	ENST00000005259
ENSG00000075826	ENST00000492667
ENSG00000075856	ENST00000546815
ENSG00000075884	ENST00000295095
ENSG00000075886	ENST00000321253
ENSG00000075891	ENST00000679374
ENSG00000075914	ENST00000265564
ENSG00000075945	ENST00000361580
ENSG00000075975	ENST00000170447
ENSG00000076003	ENST00000264156
ENSG00000076043	ENST00000265881
ENSG00000076053	ENST00000542140
ENSG00000076067	ENST00000262031
ENSG00000076108	ENST00000549884
ENSG00000076201	ENST00000265562
ENSG00000076242	ENST00000231790
ENSG00000076248	ENST00000336865
ENSG00000076258	ENST00000367749
ENSG00000076321	ENST00000209884
ENSG00000076344	ENST00000316163
ENSG00000076351	ENST00000612814
ENSG00000076356	ENST00000367033
ENSG00000076382	ENST00000321765
ENSG00000076513	ENST00000553251
ENSG00000076554	ENST00000379097
ENSG00000076555	ENST00000377848
ENSG00000076604	ENST00000262395
ENSG00000076641	ENST00000220597
ENSG00000076650	ENST00000170564
ENSG00000076662	ENST00000160262
ENSG00000076685	ENST00000343289
ENSG00000076706	ENST00000264036
ENSG00000076770	ENST00000394311
ENSG00000076826	ENST00000160298
ENSG00000076864	ENST00000374761
ENSG00000076924	ENST00000358368
ENSG00000076928	ENST00000354532
ENSG00000076944	ENST00000221283
ENSG00000076984	ENST00000397979
ENSG00000077009	ENST00000168977
ENSG00000077044	ENST00000430834
ENSG00000077063	ENST00000160373
ENSG00000077080	ENST00000160382
ENSG00000077092	ENST00000330688
ENSG00000077097	ENST00000413971
ENSG00000077147	ENST00000371142
ENSG00000077150	ENST00000189444
ENSG00000077152	ENST00000646651
ENSG00000077157	ENST00000608999
ENSG00000077232	ENST00000537515
ENSG00000077235	ENST00000567806
ENSG00000077238	ENST00000170630
ENSG00000077254	ENST00000481579
ENSG00000077264	ENST00000372007
ENSG00000077279	ENST00000371993
ENSG00000077312	ENST00000243563
ENSG00000077327	ENST00000376624
ENSG00000077348	ENST00000221233
ENSG00000077380	ENST00000409197
ENSG00000077420	ENST00000376236
ENSG00000077454	ENST00000310300
ENSG00000077458	ENST00000398187
ENSG00000077463	ENST00000337491
ENSG00000077498	ENST00000263321
ENSG00000077514	ENST00000263681
ENSG00000077522	ENST00000651781
ENSG00000077549	ENST00000264202
ENSG00000077585	ENST00000366592
ENSG00000077616	ENST00000534061
ENSG00000077684	ENST00000452328
ENSG00000077713	ENST00000217909
ENSG00000077721	ENST00000371558
ENSG00000077782	ENST00000397091
ENSG00000077800	ENST00000431982
ENSG00000077935	ENST00000357450
ENSG00000077942	ENST00000327858
ENSG00000077943	ENST00000378076
ENSG00000078018	ENST00000392194
ENSG00000078043	ENST00000398654
ENSG00000078053	ENST00000325590
ENSG00000078061	ENST00000377045
ENSG00000078070	ENST00000265594
ENSG00000078081	ENST00000265598
ENSG00000078098	ENST00000188790
ENSG00000078114	ENST00000675700
ENSG00000078124	ENST00000532485
ENSG00000078140	ENST00000261427
ENSG00000078142	ENST00000588156
ENSG00000078177	ENST00000261435
ENSG00000078237	ENST00000537251
ENSG00000078246	ENST00000448120
ENSG00000078269	ENST00000355585
ENSG00000078295	ENST00000338316
ENSG00000078304	ENST00000445439
ENSG00000078319	ENST00000676200
ENSG00000078328	ENST00000355637
ENSG00000078369	ENST00000378609
ENSG00000078399	ENST00000343483
ENSG00000078403	ENST00000438473
ENSG00000078487	ENST00000490089
ENSG00000078549	ENST00000614107
ENSG00000078579	ENST00000180166
ENSG00000078589	ENST00000171757
ENSG00000078596	ENST00000373298
ENSG00000078618	ENST00000352171
ENSG00000078668	ENST00000022615
ENSG00000078674	ENST00000519802
ENSG00000078687	ENST00000335749
ENSG00000078699	ENST00000359606
ENSG00000078725	ENST00000265922
ENSG00000078747	ENST00000374864
ENSG00000078795	ENST00000414094
ENSG00000078804	ENST00000374809
ENSG00000078808	ENST00000360001
ENSG00000078814	ENST00000433934
ENSG00000078900	ENST00000378288
ENSG00000078902	ENST00000317204
ENSG00000078967	ENST00000440652
ENSG00000079101	ENST00000692774
ENSG00000079102	ENST00000265814
ENSG00000079112	ENST00000027335
ENSG00000079134	ENST00000577429
ENSG00000079150	ENST00000434643
ENSG00000079156	ENST00000359685
ENSG00000079215	ENST00000679852
ENSG00000079246	ENST00000392132
ENSG00000079257	ENST00000264265
ENSG00000079263	ENST00000479539
ENSG00000079277	ENST00000650026
ENSG00000079308	ENST00000646520
ENSG00000079313	ENST00000170168
ENSG00000079332	ENST00000431664
ENSG00000079335	ENST00000336454
ENSG00000079337	ENST00000395360
ENSG00000079385	ENST00000403444
ENSG00000079387	ENST00000549518
ENSG00000079393	ENST00000472493
ENSG00000079432	ENST00000575354
ENSG00000079435	ENST00000597620
ENSG00000079459	ENST00000220584
ENSG00000079462	ENST00000262890
ENSG00000079482	ENST00000355520
ENSG00000079557	ENST00000226355
ENSG00000079616	ENST00000160827
ENSG00000079689	ENST00000377961
ENSG00000079691	ENST00000476458
ENSG00000079739	ENST00000371084
ENSG00000079785	ENST00000233084
ENSG00000079805	ENST00000355667
ENSG00000079819	ENST00000337057
ENSG00000079841	ENST00000264839
ENSG00000079931	ENST00000367963
ENSG00000079950	ENST00000367937
ENSG00000079974	ENST00000465063
ENSG00000079999	ENST00000171111
ENSG00000080007	ENST00000370336
ENSG00000080031	ENST00000376350
ENSG00000080166	ENST00000377028
ENSG00000080189	ENST00000243896
ENSG00000080200	ENST00000485253
ENSG00000080224	ENST00000506349
ENSG00000080293	ENST00000494326
ENSG00000080298	ENST00000617270
ENSG00000080345	ENST00000444746
ENSG00000080371	ENST00000358546
ENSG00000080493	ENST00000264485
ENSG00000080503	ENST00000636367
ENSG00000080511	ENST00000587782
ENSG00000080546	ENST00000356644
ENSG00000080561	ENST00000262843
ENSG00000080572	ENST00000336387
ENSG00000080573	ENST00000264828
ENSG00000080603	ENST00000262518
ENSG00000080608	ENST00000397885
ENSG00000080618	ENST00000181383
ENSG00000080644	ENST00000326828
ENSG00000080709	ENST00000503706
ENSG00000080802	ENST00000423368
ENSG00000080815	ENST00000357710
ENSG00000080819	ENST00000647941
ENSG00000080822	ENST00000341181
ENSG00000080823	ENST00000521937
ENSG00000080824	ENST00000216281
ENSG00000080839	ENST00000373664
ENSG00000080845	ENST00000475894
ENSG00000080854	ENST00000533871
ENSG00000080910	ENST00000496448
ENSG00000080947	ENST00000263511
ENSG00000080986	ENST00000261597
ENSG00000081014	ENST00000261842
ENSG00000081019	ENST00000612242
ENSG00000081026	ENST00000369615
ENSG00000081041	ENST00000508487
ENSG00000081051	ENST00000506820
ENSG00000081052	ENST00000396625
ENSG00000081059	ENST00000395023
ENSG00000081087	ENST00000193322
ENSG00000081138	ENST00000581601
ENSG00000081154	ENST00000265260
ENSG00000081177	ENST00000409675
ENSG00000081181	ENST00000261783
ENSG00000081189	ENST00000504921
ENSG00000081237	ENST00000348564
ENSG00000081248	ENST00000362061
ENSG00000081277	ENST00000367324
ENSG00000081307	ENST00000264991
